#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	FTP Path	Pubmed ID	Strain
Mycobacterium tuberculosis BTB07-123	1423459	PRJNA229240	229240	Terrabacteria group	Actinomycetota	4.37339	65.6	-	JKGJ01	7	4132	3912	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414875	GCA_000677755.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/677/755/GCA_000677755.1_Myco_tube_BTB07-123_V1	-	BTB07-123
Mycobacterium tuberculosis TB_RSA143	1422059	PRJNA228138	228138	Terrabacteria group	Actinomycetota	4.38838	65.6	-	JKSE01	9	4137	3919	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02403584	GCA_000676115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/676/115/GCA_000676115.1_Myco_tube_TB_RSA143_V1	-	TB_RSA143
Mycobacterium tuberculosis MAL020146	1354127	PRJNA211690	211690	Terrabacteria group	Actinomycetota	4.41711	65.6	-	JKZB01	4	4134	3917	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02231157	GCA_000667125.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/667/125/GCA_000667125.1_Myco_tube_MAL020146_V1	-	MAL020146
Mycobacterium tuberculosis OFXR-12	1295804	PRJNA191016	191016	Terrabacteria group	Actinomycetota	4.39313	65.6	-	JLCC01	5	4121	3882	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN01925698	GCA_000660145.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/660/145/GCA_000660145.1_Myco_tube_OFXR-12_V1	-	OFXR-12
Mycobacterium tuberculosis TB_RSA44	1421960	PRJNA228038	228038	Terrabacteria group	Actinomycetota	4.39842	65.6	-	JKVU01	8	4136	3897	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02403485	GCA_000670715.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/670/715/GCA_000670715.1_Myco_tube_TB_RSA44_V1	-	TB_RSA44
Mycobacterium tuberculosis TB_RSA87	1422003	PRJNA228081	228081	Terrabacteria group	Actinomycetota	4.40522	65.5	-	JKUF01	10	4145	3921	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02403528	GCA_000675055.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/675/055/GCA_000675055.1_Myco_tube_TB_RSA87_V1	-	TB_RSA87
Mycobacterium tuberculosis XTB13-182	1427260	PRJNA229656	229656	Terrabacteria group	Actinomycetota	4.41836	65.6	-	JLJJ01	9	4148	3897	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN02419616	GCA_000655115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/115/GCA_000655115.1_Myco_tube_XTB13-182_V1	-	XTB13-182
Mycobacterium tuberculosis BTB10-257	1423520	PRJNA229301	229301	Terrabacteria group	Actinomycetota	4.39547	65.6	-	JKEB01	9	4138	3895	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414936	GCA_000678795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/678/795/GCA_000678795.1_Myco_tube_BTB10-257_V1	-	BTB10-257
Mycobacterium tuberculosis TKK-01-0053	1324263	PRJNA198148	198148	Terrabacteria group	Actinomycetota	4.39428	65.6	-	JLXU01	7	4137	3907	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN02053786	GCA_000661125.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/661/125/GCA_000661125.1_Myco_tube_TKK-01-0053_V1	-	TKK-01-0053
Mycobacterium tuberculosis TKK_02_0010	1295726	PRJNA190933	190933	Terrabacteria group	Actinomycetota	4.40864	65.6	-	JMBC01	5	4136	3897	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN01925620	GCA_000659305.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/659/305/GCA_000659305.1_Myco_tube_TKK_02_0010_V1	-	TKK_02_0010
Mycobacterium tuberculosis OFXR-5	1295800	PRJNA191012	191012	Terrabacteria group	Actinomycetota	4.41578	65.6	-	JLCJ01	8	4153	3941	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN01925694	GCA_000660065.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/660/065/GCA_000660065.1_Myco_tube_OFXR-5_V1	-	OFXR-5
Mycobacterium tuberculosis BTB13-001	1423569	PRJNA229350	229350	Terrabacteria group	Actinomycetota	4.43254	65.6	-	JKCE01	2	4167	3925	2014/06/12	2022/06/18	Scaffold	Broad Institute	SAMN02414985	GCA_000705885.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/885/GCA_000705885.1_Myco_tube_BTB13-001_V1	-	BTB13-001
Mycobacterium tuberculosis TKK_04_0033	1397941	PRJNA218313	218313	Terrabacteria group	Actinomycetota	4.40635	65.6	-	JLSU01	6	4141	3895	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02350496	GCA_000673495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/673/495/GCA_000673495.1_Myco_tube_TKK_04_0033_V1	-	TKK_04_0033
Mycobacterium tuberculosis TB_RSA180	1422096	PRJNA228175	228175	Terrabacteria group	Actinomycetota	4.41722	65.5	-	JKQT01	1	4134	3915	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02403621	GCA_000676855.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/676/855/GCA_000676855.1_Myco_tube_TB_RSA180_V1	-	TB_RSA180
Mycobacterium tuberculosis OFXR-27	1402597	PRJNA221515	221515	Terrabacteria group	Actinomycetota	4.43697	65.5	-	JLBO01	6	4160	3914	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02364090	GCA_000668115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/668/115/GCA_000668115.1_Myco_tube_OFXR-27_V1	-	OFXR-27
Mycobacterium tuberculosis TKK_03_0012	1448390	PRJNA235395	235395	Terrabacteria group	Actinomycetota	4.4163	65.5	-	JKAF01	6	4143	3892	2014/04/29	2022/06/05	Scaffold	Broad Institute	SAMN02585885	GCA_000651335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/651/335/GCA_000651335.1_Myco_tube_TKK_03_0012_V1	-	TKK_03_0012
Mycobacterium tuberculosis BTB07-070	1423458	PRJNA229239	229239	Terrabacteria group	Actinomycetota	4.41291	65.5	-	JKGK01	7	4145	3925	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414874	GCA_000677735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/677/735/GCA_000677735.1_Myco_tube_BTB07-070_V1	-	BTB07-070
Mycobacterium tuberculosis TB_RSA125	1422041	PRJNA228120	228120	Terrabacteria group	Actinomycetota	4.35835	65.6	-	JKSW01	5	4114	3898	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02403566	GCA_000675755.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/675/755/GCA_000675755.1_Myco_tube_TB_RSA125_V1	-	TB_RSA125
Mycobacterium tuberculosis TB_RSA69	1421985	PRJNA228063	228063	Terrabacteria group	Actinomycetota	4.39278	65.6	-	JKUX01	5	4132	3906	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02403510	GCA_000671135.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/671/135/GCA_000671135.1_Myco_tube_TB_RSA69_V1	-	TB_RSA69
Mycobacterium tuberculosis TKK-01-0032	1267361	PRJNA183520	183520	Terrabacteria group	Actinomycetota	4.41294	65.5	-	JLYP01	5	4143	3936	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN01828248	GCA_000659125.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/659/125/GCA_000659125.1_Myco_tube_TKK-01-0032_V3	-	TKK-01-0032
Mycobacterium tuberculosis OFXR-2	1295797	PRJNA191009	191009	Terrabacteria group	Actinomycetota	4.40062	65.6	-	JLCM01	4	4126	3898	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN01925691	GCA_000660005.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/660/005/GCA_000660005.1_Myco_tube_OFXR-2_V1	-	OFXR-2
Mycobacterium tuberculosis OFXR-32	1402601	PRJNA221519	221519	Terrabacteria group	Actinomycetota	4.42624	65.5	-	JLBJ01	5	4152	3901	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02364094	GCA_000668195.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/668/195/GCA_000668195.1_Myco_tube_OFXR-32_V1	-	OFXR-32
Mycobacterium tuberculosis TB_RSA48	1421964	PRJNA228042	228042	Terrabacteria group	Actinomycetota	4.40965	65.5	-	JKVR01	9	4142	3899	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02403489	GCA_000670775.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/670/775/GCA_000670775.1_Myco_tube_TB_RSA48_V1	-	TB_RSA48
Mycobacterium tuberculosis TKK_03_0090	1448427	PRJNA235432	235432	Terrabacteria group	Actinomycetota	4.42352	65.5	-	JJZG01	5	4142	3897	2014/04/29	2022/06/05	Scaffold	Broad Institute	SAMN02585922	GCA_000651835.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/651/835/GCA_000651835.1_Myco_tube_TKK_03_0090_V1	-	TKK_03_0090
Mycobacterium tuberculosis BTB12-449	1423568	PRJNA229349	229349	Terrabacteria group	Actinomycetota	4.4078	65.6	-	JKCF01	4	4146	3897	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414984	GCA_000679695.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/679/695/GCA_000679695.1_Myco_tube_BTB12-449_V1	-	BTB12-449
Mycobacterium tuberculosis TKK_03_0063	1448410	PRJNA235415	235415	Terrabacteria group	Actinomycetota	4.41659	65.6	-	JJZN01	4	4142	3933	2014/04/29	2022/06/05	Scaffold	Broad Institute	SAMN02585905	GCA_000651695.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/651/695/GCA_000651695.1_Myco_tube_TKK_03_0063_V1	-	TKK_03_0063
Mycobacterium tuberculosis TB_RSA06	1421922	PRJNA228000	228000	Terrabacteria group	Actinomycetota	4.39615	65.6	-	JKXG01	9	4136	3895	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02403447	GCA_000669955.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/669/955/GCA_000669955.1_Myco_tube_TB_RSA06_V1	-	TB_RSA06
Mycobacterium tuberculosis BTB03-144	1423461	PRJNA229242	229242	Terrabacteria group	Actinomycetota	4.41691	65.6	-	JKGH01	3	4157	3937	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414877	GCA_000677795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/677/795/GCA_000677795.1_Myco_tube_BTB03-144_V1	-	BTB03-144
Mycobacterium tuberculosis TKK_04_0159	1448608	PRJNA235613	235613	Terrabacteria group	Actinomycetota	4.40605	65.5	-	JJTH01	4	4129	3897	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN02586103	GCA_000657055.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/657/055/GCA_000657055.1_Myco_tube_TKK_04_0159_V1	-	TKK_04_0159
Mycobacterium tuberculosis BTB05-481	1423428	PRJNA229209	229209	Terrabacteria group	Actinomycetota	4.42496	65.5	-	JKHM01	4	4157	3934	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414844	GCA_000677195.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/677/195/GCA_000677195.1_Myco_tube_BTB05-481_V1	-	BTB05-481
Mycobacterium tuberculosis KT-0094	1400930	PRJNA219813	219813	Terrabacteria group	Actinomycetota	4.47011	65.5	-	JLQU01	8	4187	3948	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02360608	GCA_000674375.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/674/375/GCA_000674375.1_Myco_tube_KT-0094_V1	-	KT-0094
Mycobacterium tuberculosis EAS054	520140	PRJNA238924	238924	Terrabacteria group	Actinomycetota	4.42045	65.6	-	JLCW01	7	4143	3901	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02400332	GCA_000665905.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/665/905/GCA_000665905.1_Myco_tube_EAS054_V1	-	EAS054
Mycobacterium tuberculosis TKK-01-0026	1267360	PRJNA183519	183519	Terrabacteria group	Actinomycetota	4.40822	65.6	-	JLYV01	3	4151	3928	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN01828247	GCA_000659105.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/659/105/GCA_000659105.1_Myco_tube_TKK-01-0026_V3	-	TKK-01-0026
Mycobacterium tuberculosis BTB10-005	1423514	PRJNA229295	229295	Terrabacteria group	Actinomycetota	4.40991	65.6	-	JKEH01	6	4148	3921	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414930	GCA_000678715.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/678/715/GCA_000678715.1_Myco_tube_BTB10-005_V1	-	BTB10-005
Mycobacterium tuberculosis M1215	1448636	PRJNA235647	235647	Terrabacteria group	Actinomycetota	4.41779	65.6	-	JKPE01	9	4144	3907	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN02598982	GCA_000654715.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/715/GCA_000654715.1_Myco_tube_M1215_V1	-	M1215
Mycobacterium tuberculosis BTB12-046	1423554	PRJNA229335	229335	Terrabacteria group	Actinomycetota	4.42033	65.6	-	JKCT01	7	4153	3932	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414970	GCA_000679415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/679/415/GCA_000679415.1_Myco_tube_BTB12-046_V1	-	BTB12-046
Mycobacterium tuberculosis M1392	1448669	PRJNA235680	235680	Terrabacteria group	Actinomycetota	4.43346	65.5	-	JKNX01	6	4139	3908	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02599015	GCA_000662725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/662/725/GCA_000662725.1_Myco_tube_M1392_V1	-	M1392
Mycobacterium tuberculosis OFXR-6	1402584	PRJNA221502	221502	Terrabacteria group	Actinomycetota	4.43878	65.5	-	JLCI01	8	4159	3937	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02364077	GCA_000667885.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/667/885/GCA_000667885.1_Myco_tube_OFXR-6_V1	-	OFXR-6
Mycobacterium tuberculosis BTB11-195	1423541	PRJNA229322	229322	Terrabacteria group	Actinomycetota	4.40219	65.6	-	JKDG01	4	4141	3916	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414957	GCA_000679155.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/679/155/GCA_000679155.1_Myco_tube_BTB11-195_V1	-	BTB11-195
Mycobacterium tuberculosis UT0060	1408938	PRJNA223570	223570	Terrabacteria group	Actinomycetota	4.39003	65.6	-	JLPD01	2	4131	3910	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02381015	GCA_000668635.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/668/635/GCA_000668635.1_Myco_tube_UT0060_V1	-	UT0060
Mycobacterium tuberculosis M1424	1448681	PRJNA235692	235692	Terrabacteria group	Actinomycetota	4.42017	65.6	-	JKNL01	10	4149	3907	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02599027	GCA_000662965.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/662/965/GCA_000662965.1_Myco_tube_M1424_V1	-	M1424
Mycobacterium tuberculosis XTB13-096	1427190	PRJNA229583	229583	Terrabacteria group	Actinomycetota	4.40953	65.6	-	JLLX01	5	4142	3926	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02419546	GCA_000680115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/680/115/GCA_000680115.1_Myco_tube_XTB13-096_V1	-	XTB13-096
Mycobacterium tuberculosis TB_RSA66	1421982	PRJNA228060	228060	Terrabacteria group	Actinomycetota	4.42418	65.5	-	JKVA01	8	4156	3934	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02403507	GCA_000671075.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/671/075/GCA_000671075.1_Myco_tube_TB_RSA66_V1	-	TB_RSA66
Mycobacterium tuberculosis TB_RSA81	1421997	PRJNA228075	228075	Terrabacteria group	Actinomycetota	4.39728	65.6	-	JKUL01	9	4140	3917	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02403522	GCA_000674935.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/674/935/GCA_000674935.1_Myco_tube_TB_RSA81_V1	-	TB_RSA81
Mycobacterium tuberculosis TB_RSA167	1422083	PRJNA228162	228162	Terrabacteria group	Actinomycetota	4.42505	65.5	-	JKRG01	7	4159	3938	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02403608	GCA_000676595.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/676/595/GCA_000676595.1_Myco_tube_TB_RSA167_V1	-	TB_RSA167
Mycobacterium tuberculosis BTB08-356	1423492	PRJNA229273	229273	Terrabacteria group	Actinomycetota	4.43146	65.6	-	JKFD01	4	4149	3901	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414908	GCA_000678335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/678/335/GCA_000678335.1_Myco_tube_BTB08-356_V1	-	BTB08-356
Mycobacterium tuberculosis TKK_02_0074	1295790	PRJNA190998	190998	Terrabacteria group	Actinomycetota	4.41206	65.6	-	JLZZ01	5	4154	3931	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN01925684	GCA_000659905.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/659/905/GCA_000659905.1_Myco_tube_TKK_02_0074_V1	-	TKK_02_0074
Mycobacterium tuberculosis M1213	1448635	PRJNA235646	235646	Terrabacteria group	Actinomycetota	4.41537	65.6	-	JKPF01	5	4137	3898	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN02598981	GCA_000654695.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/654/695/GCA_000654695.1_Myco_tube_M1213_V1	-	M1213
Mycobacterium tuberculosis M1444	1448688	PRJNA235699	235699	Terrabacteria group	Actinomycetota	4.42298	65.5	-	JKNE01	8	4140	3904	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02599034	GCA_000663105.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/663/105/GCA_000663105.1_Myco_tube_M1444_V1	-	M1444
Mycobacterium tuberculosis XTB13-103	1427195	PRJNA229588	229588	Terrabacteria group	Actinomycetota	4.38851	65.6	-	JLLS01	4	4131	3916	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02419551	GCA_000680215.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/680/215/GCA_000680215.1_Myco_tube_XTB13-103_V1	-	XTB13-103
Mycobacterium tuberculosis TKK-01-0058	1324268	PRJNA198153	198153	Terrabacteria group	Actinomycetota	4.4321	65.5	-	JLXP01	2	4174	3956	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN02053791	GCA_000661225.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/661/225/GCA_000661225.1_Myco_tube_TKK-01-0058_V1	-	TKK-01-0058
Mycobacterium tuberculosis TB_RSA29	1421945	PRJNA228023	228023	Terrabacteria group	Actinomycetota	4.39623	65.6	-	JKWJ01	7	4135	3893	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02403470	GCA_000670415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/670/415/GCA_000670415.1_Myco_tube_TB_RSA29_V1	-	TB_RSA29
Mycobacterium tuberculosis TB_RSA171	1422087	PRJNA228166	228166	Terrabacteria group	Actinomycetota	4.41227	65.6	-	JKRC01	13	4151	3930	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02403612	GCA_000676675.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/676/675/GCA_000676675.1_Myco_tube_TB_RSA171_V1	-	TB_RSA171
Mycobacterium tuberculosis M1439	1448686	PRJNA235697	235697	Terrabacteria group	Actinomycetota	4.43057	65.5	-	JKNG01	7	4142	3906	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02599032	GCA_000663065.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/663/065/GCA_000663065.1_Myco_tube_M1439_V1	-	M1439
Mycobacterium tuberculosis BTB11-250	1423546	PRJNA229327	229327	Terrabacteria group	Actinomycetota	4.40634	65.6	-	JKDB01	5	4139	3920	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414962	GCA_000679255.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/679/255/GCA_000679255.1_Myco_tube_BTB11-250_V1	-	BTB11-250
Mycobacterium tuberculosis XTB13-191	1427269	PRJNA229665	229665	Terrabacteria group	Actinomycetota	4.41886	65.5	-	JLJC01	5	4142	3900	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN02419625	GCA_000655255.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/255/GCA_000655255.1_Myco_tube_XTB13-191_V1	-	XTB13-191
Mycobacterium tuberculosis XTB13-209	1427286	PRJNA229683	229683	Terrabacteria group	Actinomycetota	4.42184	65.5	-	JLIM01	6	4159	3932	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN02419642	GCA_000655555.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/655/555/GCA_000655555.1_Myco_tube_XTB13-209_V1	-	XTB13-209
Mycobacterium tuberculosis BTB11-133	1423537	PRJNA229318	229318	Terrabacteria group	Actinomycetota	4.38647	65.5	-	JKDK01	6	4128	3906	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02414953	GCA_000679075.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/679/075/GCA_000679075.1_Myco_tube_BTB11-133_V1	-	BTB11-133
Mycobacterium tuberculosis UT0015	1408911	PRJNA223543	223543	Terrabacteria group	Actinomycetota	4.39238	65.6	-	JLQD01	5	4140	3923	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02380988	GCA_000674775.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/674/775/GCA_000674775.1_Myco_tube_UT0015_V1	-	UT0015
Mycobacterium tuberculosis TB_RSA136	1422052	PRJNA228131	228131	Terrabacteria group	Actinomycetota	4.42629	65.6	-	JKSL01	6	4142	3917	2014/04/30	2022/06/18	Scaffold	Broad Institute	SAMN02403577	GCA_000675975.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/675/975/GCA_000675975.1_Myco_tube_TB_RSA136_V1	-	TB_RSA136
Mycobacterium tuberculosis UT0082	1408947	PRJNA223579	223579	Terrabacteria group	Actinomycetota	4.40719	65.6	-	JLOU01	9	4153	3936	2014/04/29	2022/06/17	Scaffold	Broad Institute	SAMN02381024	GCA_000668795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/668/795/GCA_000668795.1_Myco_tube_UT0082_V1	-	UT0082
Mycobacterium tuberculosis TKK_04_0054	1448463	PRJNA235468	235468	Terrabacteria group	Actinomycetota	4.40981	65.5	-	JJYC01	5	4134	3894	2014/04/29	2022/06/05	Scaffold	Broad Institute	SAMN02585958	GCA_000652415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/652/415/GCA_000652415.1_Myco_tube_TKK_04_0054_V1	-	TKK_04_0054
Mycobacterium tuberculosis TKK-01-0082	1324289	PRJNA198177	198177	Terrabacteria group	Actinomycetota	4.4131	65.5	-	JLWR01	3	4129	3885	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN02053812	GCA_000661615.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/661/615/GCA_000661615.1_Myco_tube_TKK-01-0082_V1	-	TKK-01-0082
Mycobacterium tuberculosis TKK_04_0071	1448475	PRJNA235480	235480	Terrabacteria group	Actinomycetota	4.40047	65.6	-	JJXQ01	4	4140	3911	2014/04/29	2022/06/05	Scaffold	Broad Institute	SAMN02585970	GCA_000652635.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/652/635/GCA_000652635.1_Myco_tube_TKK_04_0071_V1	-	TKK_04_0071
Mycobacterium tuberculosis TKK_03_0031	1397897	PRJNA218269	218269	Terrabacteria group	Actinomycetota	4.42029	65.5	-	JLUL01	3	4136	3893	2014/04/30	2022/06/19	Scaffold	Broad Institute	SAMN02350452	GCA_000672635.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/672/635/GCA_000672635.1_Myco_tube_TKK_03_0031_V1	-	TKK_03_0031
Mycobacterium tuberculosis TKK_03_0158	1448459	PRJNA235464	235464	Terrabacteria group	Actinomycetota	4.40958	65.6	-	JJYG01	5	4149	3923	2014/04/29	2022/06/05	Scaffold	Broad Institute	SAMN02585954	GCA_000652335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/652/335/GCA_000652335.1_Myco_tube_TKK_03_0158_V1	-	TKK_03_0158
Mycobacterium tuberculosis TKK_03_0111	1448445	PRJNA235450	235450	Terrabacteria group	Actinomycetota	4.40874	65.5	-	JJYS01	3	4140	3888	2014/04/29	2022/06/05	Scaffold	Broad Institute	SAMN02585940	GCA_000652095.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/652/095/GCA_000652095.1_Myco_tube_TKK_03_0111_V1	-	TKK_03_0111
Mycobacterium tuberculosis TKK_04_0063	1448468	PRJNA235473	235473	Terrabacteria group	Actinomycetota	4.39362	65.6	-	JJXX01	4	4126	3905	2014/04/29	2022/06/05	Scaffold	Broad Institute	SAMN02585963	GCA_000652495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/652/495/GCA_000652495.1_Myco_tube_TKK_04_0063_V1	-	TKK_04_0063
Mycobacterium tuberculosis XTB13-241	1427311	PRJNA229709	229709	Terrabacteria group	Actinomycetota	4.43044	65.6	-	JLHN01	3	4147	3890	2014/04/29	2022/06/07	Scaffold	Broad Institute	SAMN02419667	GCA_000656055.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/656/055/GCA_000656055.1_Myco_tube_XTB13-241_V1	-	XTB13-241
